ab,bb,hr,pos,rank,avg,id,name,k,r,games,rbi,team,sb,slg,obp
317,20,3,SS,237,.252,2727,Eduardo Nunez,53,37,,28,NYY,19,.350,.297
501,44,16,OF,238,.255,1463,David Murphy,75,61,,57,Cle,7,.413,.317
197,36,6,1B,239,.228,3678,Jon Singleton,79,27,,25,Hou,1,.381,.345
443,44,11,C,240,.255,2198,Welington Castillo,124,48,,41,ChC,1,.384,.337
322,21,12,3B,241,.264,2911,Lonnie Chisenhall,70,41,,45,Cle,2,.444,.317
276,27,6,OF,242,.250,1152,Nate McLouth,46,38,,21,Wsh,13,.384,.322
307,23,10,OF,243,.287,4165,Corey Dickerson,63,43,,33,Col,5,.502,.333
346,54,13,"OF, 1B",244,.249,3392,Lucas Duda,102,45,,44,NYM,1,.408,.357
355,33,10,1B,245,.237,2060,Casey McGehee,76,38,,48,Mia,1,.375,.302
340,32,8,2B,246,.241,679,Brian Roberts,60,39,,45,NYY,5,.362,.302
383,47,9,OF,247,.232,4847,Jackie Bradley Jr.,112,54,,34,Bos,8,.394,.331
175,15,1,"2B, OF",248,.251,1798,Emilio Bonifacio,41,21,,11,ChC,14,.331,.313
386,48,15,3B,249,.249,3610,Matt Davidson,149,45,,52,CWS,1,.430,.339
260,35,9,C,250,.238,3000,Derek Norris,78,39,,35,Oak,6,.400,.333
274,11,6,"3B, SS",251,.252,1955,Mike Aviles,37,34,,33,Cle,8,.361,.281
333,39,11,2B,252,.234,926,Rickie Weeks,96,46,,31,Mil,8,.399,.328
359,36,9,OF,253,.231,2210,Drew Stubbs,108,53,,34,Col,19,.362,.303
224,22,0,SS,254,.232,3143,Dee Gordon,49,26,,12,LAD,23,.290,.305
211,19,8,3B,255,.265,408,Eric Chavez,44,25,,35,Ari,0,.441,.323
322,15,12,OF,256,.245,2895,Chris Heisey,78,42,,36,Cin,5,.413,.289
156,7,3,SS,257,.263,3310,Chris Owings,38,20,,16,Ari,4,.397,.299
243,23,9,"OF, 1B",258,.272,2218,Mike Carp,68,32,,42,Bos,2,.461,.338
478,38,23,"OF, DH",259,.234,260,Raul Ibanez,120,57,,69,LAA,1,.433,.292
437,30,1,SS,260,.259,2568,Ruben Tejada,66,48,,30,NYM,4,.323,.313
280,23,4,OF,261,.261,2181,Jose Tabata,45,35,,21,Pit,6,.382,.328
44,5,1,SS,262,.227,5151,Addison Russell,14,7,,4,Oak,2,.386,.320
375,33,14,C,263,.235,5152,Mike Zunino,110,55,,52,Sea,1,.403,.307
269,21,3,"2B, 3B, SS",264,.253,1077,Maicer Izturis,32,29,,23,Tor,6,.331,.310
446,39,15,OF,265,.260,845,Cody Ross,93,56,,63,Ari,3,.426,.321
493,34,6,2B,266,.243,2200,Darwin Barney,61,57,,39,ChC,6,.337,.297
295,39,8,1B,267,.254,2087,Gaby Sanchez,54,34,,38,Pit,2,.400,.344
201,12,4,OF,268,.229,3666,Jake Marisnick,63,20,,18,Mia,8,.348,.290
433,38,8,SS,269,.242,3859,Didi Gregorius,80,53,,35,Ari,2,.365,.310
299,38,6,"3B, 2B",270,.268,1435,Alberto Callaspo,32,37,,38,Oak,2,.371,.347
248,39,6,C,271,.262,3389,Yasmani Grandal,57,33,,32,SD,0,.407,.364
363,44,9,OF,272,.273,3362,Daniel Nava,75,54,,47,Bos,2,.413,.364
235,20,2,2B,273,.268,2642,Eric Sogard,33,29,,22,Oak,7,.362,.328
318,35,10,"OF, DH",274,.258,1835,Seth Smith,80,44,,38,SD,2,.425,.336
337,29,8,OF,275,.276,1298,Chris Denorfia,56,50,,33,SD,9,.409,.332
331,17,10,C,276,.248,2992,Josh Phegley,69,33,,39,CWS,2,.396,.291
191,23,8,"1B, OF",277,.251,3958,Darin Ruf,65,24,,24,Phi,0,.429,.339
213,17,4,OF,278,.272,3546,Charlie Blackmon,40,30,,22,Col,6,.418,.333
234,30,2,2B,279,.235,2311,Jemile Weeks,52,32,,15,Bal,8,.325,.328
286,25,9,"OF, 1B",280,.227,2418,Kyle Blanks,86,35,,36,SD,1,.385,.301
177,20,5,2B,281,.266,2967,Logan Forsythe,43,24,,18,TB,5,.412,.348
142,10,3,C,282,.268,2955,Hector Sanchez,32,13,,16,SF,0,.380,.323
316,59,11,C,283,.228,1447,Chris Iannetta,94,39,,38,LAA,1,.373,.350
104,18,3,3B,284,.260,4622,Marcus Semien,27,17,,11,CWS,4,.423,.371
191,18,1,OF,285,.230,2822,Jarrod Dyson,42,28,,10,KC,22,.314,.302
376,24,5,2B,286,.245,3033,Ryan Goins,92,33,,33,Tor,4,.340,.290
212,15,6,C,287,.236,2127,Hank Conger,52,21,,22,LAA,0,.373,.294
345,29,6,SS,288,.246,2730,Pedro Florimon,103,36,,33,Min,11,.345,.307
53,2,2,3B,289,.283,4639,Maikel Franco,8,6,,7,Phi,0,.434,.309
266,23,6,OF,290,.267,3465,Andy Dirks,49,38,,25,Det,5,.391,.326
176,9,3,"2B, 1B, 3B",291,.278,1071,Jeff Keppinger,16,19,,17,CWS,0,.364,.314
273,39,8,3B,292,.238,2061,Luis Valbuena,61,30,,30,ChC,1,.385,.335
235,16,6,OF,293,.226,956,Grady Sizemore,70,28,,28,Bos,0,.404,.287
144,18,2,2B,294,.285,4695,Tommy La Stella,24,16,,15,Atl,3,.403,.368
268,13,12,C,295,.228,2501,J.P. Arencibia,80,29,,38,Tex,0,.399,.268
281,28,10,"1B, OF",296,.253,2376,Jesus Guzman,70,35,,44,Hou,4,.434,.324
301,43,4,OF,297,.239,3869,Robbie Grossman,97,36,,21,Hou,9,.332,.339
106,13,2,OF,298,.255,4432,Michael Choice,32,14,,14,Tex,0,.358,.344
165,18,5,OF,299,.236,1088,Jason Kubel,51,17,,23,Min,0,.388,.310
257,24,11,OF,300,.241,1745,Ryan Raburn,73,34,,40,Cle,1,.436,.312
142,9,3,2B,301,.204,3018,Danny Espinosa,49,15,,12,Wsh,3,.317,.265
331,29,8,OF,302,.254,1459,Ryan Sweeney,64,35,,32,ChC,1,.405,.313
257,18,4,"3B, 1B, 2B",303,.237,3255,Ed Lucas,66,28,,20,Mia,2,.335,.291
286,19,6,C,304,.252,1728,Kurt Suzuki,42,29,,32,Min,2,.371,.301
186,9,3,OF,305,.263,2916,David Lough,31,22,,18,Bal,5,.376,.302
372,31,6,OF,306,.261,3399,Alex Presley,76,46,,29,Min,12,.384,.322
291,37,2,"DH, OF",307,.244,4565,L.J. Hoes,58,37,,24,Hou,8,.326,.334
409,35,16,1B,308,.244,2468,Brett Wallace,150,50,,51,Hou,1,.421,.317
247,29,2,OF,309,.255,1603,Gregor Blanco,57,34,,23,SF,12,.332,.335
398,41,8,OF,310,.256,942,David DeJesus,77,54,,39,TB,5,.399,.335
219,17,6,C,311,.256,2175,Jesus Montero,56,21,,27,Sea,0,.384,.310
382,46,9,OF,312,.220,3726,Aaron Hicks,122,51,,34,Min,15,.361,.305
167,14,8,"1B, OF",313,.263,819,Jeff Baker,46,20,,22,Mia,2,.467,.322
246,17,3,2B,314,.252,753,Mark Ellis,43,30,,24,StL,3,.333,.311
220,16,7,C,315,.245,1991,Nick Hundley,57,22,,28,SD,0,.400,.303
126,10,5,OF,316,.246,3032,Tyler Moore,39,13,,20,Wsh,1,.421,.304
75,7,5,SS,317,.240,4603,Javier Baez,33,10,,13,ChC,2,.507,.301
175,16,2,OF,318,.223,3510,Anthony Gose,61,22,,12,Tor,11,.343,.295
355,29,15,DH,319,.223,1886,Nolan Reimold,107,43,,44,Bal,4,.392,.281
180,6,3,C,320,.272,1195,Brayan Pena,22,15,,19,Cin,0,.367,.295
270,21,12,3B,321,.226,1106,Donnie Murphy,88,30,,31,ChC,3,.415,.299
191,21,2,OF,322,.225,1884,Jordan Schafer,56,25,,15,Atl,15,.314,.305
152,19,4,C,323,.237,2230,Jose Lobaton,38,18,,18,Wsh,0,.388,.320
67,9,2,SS,324,.224,5322,Arismendy Alcantara,23,8,,8,ChC,4,.418,.312
192,16,5,1B,325,.260,3135,Nate Freiman,40,19,,28,Oak,0,.391,.324
127,27,6,C,326,.213,1607,George Kottaras,46,17,,19,ChC,0,.394,.355
139,11,2,"SS, 2B, 3B",327,.252,2844,Daniel Descalso,26,18,,15,StL,2,.374,.309
151,4,2,"3B, SS",328,.265,1476,Joaquin Arias,23,15,,16,SF,2,.358,.285
107,11,3,C,329,.243,3494,Stephen Vogt,21,13,,13,Oak,0,.393,.311
75,6,3,C,330,.213,2432,Tyler Flowers,29,8,,8,CWS,0,.373,.289
51,2,1,C,331,.216,4234,Christian Bethancourt,11,4,,4,Atl,1,.314,.241
142,17,5,C,332,.211,2609,Anthony Recker,49,17,,17,NYM,1,.359,.298
233,14,3,"OF, 2B",333,.253,2950,Alexi Amarista,35,26,,24,SD,5,.365,.297
216,21,1,OF,334,.259,2700,Craig Gentry,41,31,,19,Oak,17,.347,.343
229,12,2,1B,335,.275,2997,Jordan Pacheco,30,21,,21,Col,2,.371,.318
171,7,1,"2B, OF",336,.257,4469,Stephen Lombardozzi,22,17,,12,Det,4,.345,.293
304,25,1,OF,337,.273,3164,J.B. Shuck,34,39,,25,LAA,8,.336,.326
293,23,9,OF,338,.246,2317,John Mayberry Jr.,73,37,,34,Phi,4,.406,.304
241,18,4,OF,339,.266,2810,Logan Schafer,47,29,,24,Mil,7,.386,.326
99,10,0,OF,340,.222,2387,Derrick Robinson,27,11,,4,FA,5,.273,.294
66,5,3,3B,341,.258,5675,Kris Bryant,24,8,,12,ChC,0,.485,.320
209,21,5,OF,342,.234,1570,Cameron Maybin,45,31,,19,SD,12,.354,.306
218,21,9,OF,343,.229,1813,Justin Maxwell,79,31,,28,KC,6,.422,.303
250,25,5,OF,344,.244,2001,Travis Snider,67,31,,30,Pit,4,.364,.313
258,14,3,OF,345,.240,3895,Juan Lagares,63,24,,20,NYM,6,.345,.281
230,13,8,DH,346,.257,2169,Danny Valencia,49,26,,33,KC,1,.435,.294
45,6,1,OF,347,.244,5150,Byron Buxton,12,7,,6,Min,3,.444,.340
127,11,5,OF,348,.236,3104,Andrew Lambo,43,14,,18,Pit,1,.417,.300
215,9,3,OF,349,.247,609,Ichiro Suzuki,25,25,,16,NYY,9,.330,.276
129,19,3,2B,350,.256,2151,Scott Sizemore,39,19,,18,NYY,2,.388,.353
144,14,6,C,351,.215,783,David Ross,55,15,,17,Bos,1,.389,.288
227,11,3,OF,352,.269,4070,Josh Harrison,34,31,,22,Pit,10,.396,.316
357,30,8,DH,353,.289,5594,Henry Urrutia,76,42,,40,Bal,1,.409,.343
91,7,2,C,354,.198,2811,Martin Maldonado,26,8,,10,Mil,0,.308,.270
87,8,3,2B,355,.230,4259,Derek Dietrich,28,12,,10,Mia,1,.402,.316
61,6,1,OF,356,.230,5005,Josh Bell,17,6,,7,Pit,0,.328,.294
269,13,5,SS,357,.223,941,Clint Barmes,60,22,,24,Pit,0,.323,.266
183,24,1,C,358,.251,1816,Ryan Hanigan,21,18,,17,TB,0,.306,.346
393,62,14,"1B, DH",359,.221,620,Carlos Pena,131,55,,47,LAA,2,.382,.336
82,9,2,C,360,.256,3500,Tim Federowicz,27,9,,10,LAD,0,.390,.333
99,13,2,OF,361,.253,3960,Abraham Almonte,29,13,,10,Sea,5,.374,.339
122,10,1,"SS, 2B",362,.246,2023,Cliff Pennington,25,13,,10,Ari,3,.336,.301
65,5,1,OF,363,.246,2078,Jason Bourgeois,9,9,,7,Cin,4,.354,.296
340,42,9,"OF, 1B",364,.232,2791,Chris Parmelee,88,36,,35,Min,1,.371,.320
94,16,1,SS,365,.255,4605,Francisco Lindor,12,13,,6,Cle,5,.340,.369
202,32,4,1B,366,.238,3770,Josh Satin,60,25,,19,NYM,1,.351,.343
194,25,1,"SS, 2B, 3B",367,.242,707,Nick Punto,45,24,,15,Oak,3,.314,.326
124,9,4,2B,368,.250,4461,Jonathan Schoop,33,14,,13,Bal,1,.387,.309
159,19,2,3B,369,.233,1548,Jack Hannahan,40,15,,17,Cin,0,.327,.320
144,21,6,1B,370,.222,3690,Mike Olt,53,17,,18,ChC,1,.396,.323
98,13,2,SS,371,.265,3299,Dean Anna,19,13,,10,NYY,1,.398,.360
281,26,2,"2B, OF",372,.263,1210,Skip Schumaker,49,31,,28,Cin,1,.342,.331
244,30,9,DH,373,.254,1803,Steve Pearce,54,29,,31,Bal,2,.422,.348
117,13,5,1B,374,.248,5175,Chris Colabello,36,14,,17,Min,0,.427,.331
75,9,1,SS,375,.240,3151,Hak-Ju Lee,21,9,,5,TB,5,.333,.321
229,18,3,C,376,.227,498,Jose Molina,53,23,,20,TB,2,.314,.287
225,14,2,3B,377,.276,2209,Justin Turner,34,22,,23,LAD,1,.387,.328
111,11,1,C,378,.252,879,Gerald Laird,19,12,,9,Atl,1,.342,.328
106,8,1,"SS, 3B",379,.236,3044,Eduardo Escobar,26,12,,9,Min,2,.330,.293
81,3,1,SS,380,.247,2354,Pedro Ciriaco,15,8,,5,KC,4,.346,.274
44,6,2,OF,381,.227,3876,Joc Pederson,15,6,,4,LAD,2,.409,.320
78,8,2,C,382,.244,3501,Ryan Lavarnway,18,9,,10,Bos,0,.385,.318
85,7,3,3B,383,.247,2800,Josh Vitters,21,8,,10,ChC,1,.400,.309
111,10,1,"2B, 3B, SS",384,.234,768,Ramon Santiago,19,12,,9,Cin,0,.297,.301
121,9,1,"SS, 2B",385,.256,1929,Jonathan Herrera,18,11,,7,Bos,2,.331,.305
163,8,9,OF,386,.239,842,Scott Hairston,38,22,,27,Wsh,3,.472,.276
114,7,1,C,387,.246,4434,Bryan Holaday,26,10,,9,Det,1,.316,.298
150,9,3,3B,388,.267,3024,Wilmer Flores,30,16,,20,NYM,0,.400,.309
252,12,8,"OF, DH",389,.270,1112,Delmon Young,54,25,,31,Bal,0,.413,.309
213,11,0,2B,390,.286,626,Willie Bloomquist,30,26,,18,Sea,5,.343,.326
98,8,1,SS,391,.235,2834,Pete Kozma,23,11,,10,StL,1,.306,.290
78,4,2,C,392,.231,2161,Carlos Corporan,23,7,,9,Hou,0,.346,.282
115,7,2,2B,393,.252,2776,Grant Green,29,13,,12,LAA,1,.374,.298
126,8,3,3B,394,.262,2431,Chris Nelson,35,13,,16,Cin,2,.397,.309
254,24,6,"OF, 1B",395,.240,1918,Sean Rodriguez,67,32,,30,TB,4,.374,.318
266,16,7,OF,396,.226,1281,Franklin Gutierrez,84,30,,30,Sea,6,.361,.273
90,6,1,C,397,.244,3597,Rob Brantly,19,7,,7,Mia,0,.322,.296
181,13,1,2B,398,.232,1456,Alexi Casilla,30,23,,16,Bal,12,.315,.283
220,25,3,SS,399,.227,1256,Omar Quintanilla,51,24,,18,NYM,1,.323,.306
259,22,3,SS,400,.216,1718,Brendan Ryan,58,29,,21,NYY,6,.301,.283
144,11,4,SS,401,.222,2019,Adam Rosales,35,18,,17,Tex,1,.347,.283
199,21,5,1B,402,.216,767,Ty Wigginton,55,25,,22,Mia,2,.332,.295
194,18,6,C,403,.222,847,John Buck,53,19,,20,Sea,1,.345,.296
188,9,1,OF,404,.266,582,Juan Pierre,15,24,,10,FA,13,.330,.307
197,13,2,SS,405,.244,1172,Ronny Cedeno,51,19,,17,Phi,2,.340,.296
216,13,2,"3B, SS",406,.231,4236,Jeff Bianchi,48,20,,18,Mil,5,.306,.277
109,9,2,"SS, 3B",407,.220,1862,Jayson Nix,32,13,,10,TB,4,.321,.289
140,17,3,OF,408,.243,2305,Brian Bogusevic,39,17,,13,Mia,6,.364,.333
268,11,3,"1B, 2B",409,.272,1368,Kevin Frandsen,28,26,,23,Phi,2,.362,.321
113,9,1,2B,410,.239,3124,Tyler Pastornicky,21,12,,8,Atl,3,.327,.298
159,13,2,SS,411,.233,2544,Justin Sellers,38,16,,18,Cle,1,.340,.299
136,22,5,OF,412,.243,3128,Scott Van Slyke,42,17,,18,LAD,2,.419,.352
175,9,2,SS,413,.240,3267,Marwin Gonzalez,30,16,,13,Hou,3,.326,.276
322,29,9,1B,414,.242,623,Lyle Overbay,85,33,,41,Mil,1,.388,.302
116,8,1,SS,415,.241,4667,Wilfredo Tovar,18,12,,8,NYM,3,.310,.299
152,17,4,2B,416,.230,1430,Ryan Roberts,37,18,,17,ChC,3,.349,.306
29,2,1,3B,417,.241,3701,Michael Almanzar,8,3,,3,Bal,1,.379,.290
144,6,2,3B,418,.236,4446,Luis Jimenez,28,14,,16,LAA,4,.340,.273
132,9,4,OF,419,.242,3081,Moises Sierra,41,15,,15,Tor,3,.402,.303
131,12,6,C,420,.244,2917,Michael McKenry,33,15,,19,Col,0,.443,.315
196,39,3,1B,421,.250,1569,Daric Barton,41,28,,24,Oak,1,.357,.375
115,8,0,2B,422,.252,2020,Chris Getz,13,14,,10,Tor,6,.313,.298
104,15,0,SS,423,.231,4521,Munenori Kawasaki,19,12,,9,Tor,3,.288,.336
323,33,3,OF,424,.229,755,Andres Torres,78,42,,27,FA,9,.331,.300
110,4,5,C,425,.227,813,Miguel Olivo,31,12,,14,LAD,1,.400,.252
195,10,3,2B,426,.241,2782,Freddy Galvis,44,17,,17,Phi,3,.354,.279
86,7,2,OF,427,.256,3122,Brandon Guyer,19,12,,8,TB,4,.407,.333
98,10,5,1B,428,.255,5379,Tommy Medica,33,13,,15,SD,1,.480,.333
184,8,1,2B,429,.228,3328,Hernan Perez,36,16,,12,Det,7,.299,.262
94,10,3,3B,430,.255,2079,Conor Gillaspie,19,11,,10,CWS,0,.415,.324
96,5,0,SS,431,.229,5050,Alen Hanson,24,8,,5,Pit,4,.292,.272
106,9,3,OF,432,.217,2414,Tyler Colvin,35,13,,12,SF,1,.377,.284
79,9,2,C,433,.266,2089,Francisco Cervelli,20,10,,9,NYY,1,.380,.359
50,3,1,OF,434,.260,5358,Kevin Pillar,10,5,,5,Tor,2,.380,.315
70,9,2,OF,435,.214,2901,Kirk Nieuwenhuis,25,10,,7,NYM,1,.343,.304
107,11,4,C,436,.215,1067,Chris Snyder,34,10,,14,Wsh,0,.364,.292
62,3,1,OF,437,.242,3208,Engel Beltre,17,7,,4,Tex,2,.355,.288
46,4,2,1B,438,.239,4479,Hunter Morris,15,5,,6,Mil,0,.413,.300
84,6,1,2B,439,.262,2574,Donovan Solano,16,8,,8,Mia,1,.333,.315
124,7,0,"SS, 2B",440,.234,629,Cesar Izturis,13,9,,10,Hou,0,.282,.273
98,12,2,OF,441,.184,2982,Brett Jackson,48,10,,7,ChC,3,.306,.277
102,7,2,C,442,.245,1105,Rene Rivera,24,9,,10,SD,0,.353,.297
183,11,1,3B,443,.257,388,Placido Polanco,16,17,,13,FA,1,.306,.307
44,3,1,OF,444,.205,3662,Matt den Dekker,16,5,,5,NYM,1,.318,.255
30,2,1,OF,445,.233,3149,Brandon Barnes,8,3,,3,Col,1,.400,.281
53,4,2,C,446,.245,2495,Erik Kratz,12,6,,8,Tor,0,.415,.305
24,4,0,OF,447,.208,3732,Jaff Decker,8,3,,2,Pit,0,.250,.321
68,9,1,1B,448,.221,3329,Chris McGuiness,20,7,,8,Pit,0,.324,.321
74,6,1,2B,449,.216,2303,Tyler Greene,27,8,,7,Atl,3,.338,.284
123,9,1,SS,450,.220,1284,Robert Andino,32,11,,8,Pit,2,.285,.271
80,4,3,C,451,.213,2239,Brett Hayes,25,8,,8,KC,0,.375,.247
169,27,5,OF,452,.237,3201,Marc Krauss,55,21,,21,Hou,2,.396,.345
276,30,6,"OF, 3B",453,.217,1665,Don Kelly,41,37,,28,Det,4,.322,.296
64,2,1,2B,454,.250,1708,Tony Abreu,15,7,,7,SF,1,.406,.279
117,8,3,OF,455,.239,3423,Jordany Valdespin,25,14,,15,FA,6,.368,.299
88,11,4,3B,456,.205,1817,Cody Ransom,34,11,,12,ChC,1,.398,.300
178,11,3,OF,457,.236,3086,Jimmy Paredes,52,21,,15,KC,8,.354,.283
169,22,8,DH,458,.195,190,Jason Giambi,54,19,,21,Cle,0,.379,.298
72,7,1,C,459,.250,2482,Josh Thole,13,7,,8,Tor,0,.333,.325
167,10,6,"OF, DH",460,.246,497,Vernon Wells,28,20,,21,NYY,3,.389,.287
111,10,4,1B,461,.243,3626,Sean Halton,36,12,,14,Mil,1,.414,.315
92,8,1,2B,462,.239,2835,Nick Noonan,25,9,,8,SF,1,.315,.297
39,3,0,2B,463,.231,3082,Chase d'Arnaud,9,4,,3,Pit,3,.256,.286
169,12,2,1B,464,.254,1085,Greg Dobbs,30,15,,18,Mia,1,.337,.308
120,12,1,OF,465,.208,3244,Darin Mastroianni,32,14,,8,Min,9,.275,.289
122,6,2,C,466,.221,2219,Tuffy Gosewisch,26,10,,12,Ari,0,.328,.262
85,9,3,OF,467,.271,2107,Xavier Paul,20,10,,12,Bal,2,.435,.347
205,10,4,OF,468,.229,1237,Jeff Francoeur,49,19,,18,Cle,3,.346,.271
85,8,1,OF,469,.247,1823,Sam Fuld,13,13,,8,Oak,5,.329,.309
51,5,1,C,470,.255,2403,Steve Clevenger,9,6,,5,Bal,0,.373,.321
92,4,2,OF,471,.261,2585,Charlie Culberson,22,10,,10,Col,3,.402,.289
120,14,5,DH,472,.217,672,Travis Hafner,33,14,,13,FA,0,.392,.314
104,10,0,3B,473,.250,3285,Brock Holt,20,10,,8,Bos,3,.308,.319
108,5,1,C,474,.241,788,Wil Nieves,21,8,,10,Phi,0,.315,.272
48,5,1,2B,475,.208,3218,Tommy Field,13,5,,4,LAA,1,.313,.296
33,2,1,2B,476,.212,2729,Chris Valaika,8,3,,2,ChC,0,.333,.257
94,15,2,OF,477,.234,272,Bobby Abreu,24,12,,11,Phi,3,.351,.339
124,9,3,1B,478,.234,981,Casey Kotchman,14,12,,14,Mia,1,.339,.296
80,5,2,1B,479,.263,3181,Ryan Wheeler,19,9,,10,Col,1,.388,.302
96,8,1,C,480,.219,1458,Chris Stewart,14,9,,8,Pit,1,.281,.290
114,7,3,OF,481,.254,3527,J.D. Martinez,28,11,,15,Hou,0,.386,.295
